theme,amenity,name,lat,lon
entertainment,theatre,Yale-NUS Black Box Theatre,1.3075013,103.7720298
entertainment,lecture_theatre,Lecture Theatre 1,1.3058522,103.7719083
entertainment,theatre,Yale-NUS Performance Hall,1.3070777,103.7719445
entertainment,nightclub,4 floors of whorse,1.3067424,103.8292804
entertainment,theatre,Screening Room,1.2812916,103.8454592
entertainment,nightclub,Club Flirtatious,1.2782790,103.8438824
entertainment,nightclub,Bonkers,1.2790888,103.8437050
entertainment,nightclub,Jin Ba Tai,1.2796669,103.8426132
entertainment,nightclub,Taboo,1.2794231,103.8423372
entertainment,nightclub,Xiao Hong Dian,1.2796823,103.8414116
entertainment,nightclub,DDD Club,1.2765691,103.8358900
entertainment,cinema,Cathay Cineplex,1.3762107,103.9553072
entertainment,nightclub,Looker's Music Cafe,1.3135848,103.8853673
entertainment,cinema,Shaw Theatres Waterway Point,1.4067185,103.9026465
entertainment,cinema,Shaw Theatres Seletar,1.3912490,103.8759844
entertainment,studio,Golden Studio,1.3020127,103.8636788
entertainment,studio,Radio Pulze,1.3055893,103.7727472
entertainment,theatre,Amphitheatre,1.3250165,103.7727741
entertainment,nightclub,Kyo,1.2800767,103.8487707
entertainment,community_centre,Teen Challenge Singapore,1.3722200,103.7016566
entertainment,cinema,Free cinema,1.3576429,103.9864257
entertainment,cinema,GV Suntec City,1.2949702,103.8603172
entertainment,community_centre,Holland's club,1.3299239,103.8165158
entertainment,nightclub,Liquid Empire,1.2872081,103.8483559
entertainment,fountain,,1.3003459,103.8574286
entertainment,arts_centre,The Arts House At The Old Parliament,1.2886006,103.8510499
entertainment,arts_centre,The Arts House,1.2880126,103.8508437
entertainment,nightclub,Zouk,1.2906724,103.8460179
entertainment,nightclub,Canvas Club,1.2890378,103.8488294
entertainment,studio,M3 Studio,1.3192055,103.9138321
entertainment,arts_centre,Buddhist Art Centre,1.3125512,103.8781907
entertainment,nightclub,Crystal Disco Pub,1.3120710,103.8762697
entertainment,nightclub,Tíger Stereo Karaoke Bar,1.3119217,103.8758547
entertainment,nightclub,Parawan Music Lounge,1.3144287,103.8894540
entertainment,nightclub,Sunset,1.3139784,103.8871279
entertainment,nightclub,Golden Castle,1.3132845,103.8835821
entertainment,nightclub,IQ,1.3128387,103.8815125
entertainment,nightclub,Paramount Music Lounge,1.3125251,103.8792585
entertainment,studio,Speakeasy Singapore,1.3159872,103.8880312
entertainment,social_centre,SBS Workers' Trust Fund,1.3163643,103.8901586
entertainment,social_centre,Singapore Merchant Tailors' Association,1.3118855,103.8883171
entertainment,nightclub,Club V,1.3123337,103.9002166
entertainment,nightclub,S Box,1.3112120,103.9010109
entertainment,arts_centre,Juz Art Studio,1.3053290,103.9038162
entertainment,nightclub,SC Karaoke,1.3095899,103.9023530
entertainment,nightclub,KTV Nite Club,1.3080801,103.9034918
entertainment,studio,The 80's Studio,1.3333811,103.8918597
entertainment,community_centre,Bukit Gombak Neighbourhood Centre,1.3586722,103.7513271
entertainment,nightclub,CU @ Karaoke Lounge,1.3244105,103.8655741
entertainment,community_centre,Zi Jung Cultural Centre,1.2824017,103.8454948
entertainment,nightclub,SG KTV Lounge,1.3135814,103.8839110
entertainment,theatre,Serangoon Broadway,1.3270984,103.8673273
entertainment,nightclub,World Music,1.3018730,103.8614072
entertainment,nightclub,Partners in Crime,1.2954560,103.8302619
entertainment,nightclub,Bier Valley,1.2946399,103.8419551
entertainment,nightclub,Bonus KI Pub,1.2947816,103.8418779
entertainment,social_centre,Singapore Turf Club,1.3125453,103.8550746
entertainment,nightclub,Bollywood Taal,1.3153446,103.8583264
entertainment,nightclub,Haven KTV Lounge,1.3126498,103.8595870
entertainment,social_centre,Singapore Lee Clan General Association,1.3125413,103.8595608
entertainment,nightclub,New World KTV Nite Club,1.3113516,103.8590382
entertainment,nightclub,Draft,1.3103106,103.8583326
entertainment,nightclub,KSP Pub & KTV,1.3097292,103.8579621
entertainment,nightclub,Club L.A.,1.3096468,103.8578998
entertainment,nightclub,Flux,1.3148595,103.8576609
entertainment,nightclub,Green Garden Bar,1.3148903,103.8576878
entertainment,community_centre,Myanmar Culture Society,1.3156458,103.8582769
entertainment,nightclub,Aimego KTV Lounge,1.3115462,103.8594760
entertainment,nightclub,,1.3118267,103.8596507
entertainment,arts_centre,Taylors Arts Studio,1.3523116,103.8349852
entertainment,community_centre,Life Edu Services,1.3229745,103.8853781
entertainment,fountain,,1.2929985,103.8514343
entertainment,theatre,Esplanade Recital Studio,1.2891775,103.8555900
entertainment,theatre,The Projector,1.3019253,103.8640493
entertainment,theatre,72-13,1.2913857,103.8401253
entertainment,community_centre,Nee Soon Central Community Centre,1.4278019,103.8363084
entertainment,fountain,,1.2553453,103.8223661
entertainment,fountain,,1.3123897,103.8143781
entertainment,fountain,Crane Fountain,1.3118081,103.8145563
entertainment,fountain,,1.3118507,103.8141654
entertainment,fountain,Tiger Orchid Fountain,1.3120864,103.8141187
entertainment,fountain,Swiss Granite Fountain,1.3092921,103.8171101
entertainment,fountain,,1.3131092,103.8143377
entertainment,theatre,Festive Arts Theatre,1.3521960,103.9409683
entertainment,nightclub,Indian Angels,1.3082140,103.8508718
entertainment,community_centre,Kampung Chai Chee Community Club,1.3267159,103.9323136
entertainment,nightclub,Anaki Records / 7th Floor,1.3152386,103.8809321
entertainment,fountain,Pancur Larangan,1.2943909,103.8453732
entertainment,nightclub,Club Bagawan,1.2885014,103.8492130
entertainment,arts_centre,The Gallery House,1.3069368,103.9062224
entertainment,community_centre,,1.3156083,103.8319945
entertainment,fountain,,1.3676128,103.8472428
entertainment,fountain,,1.3281226,103.8413313
entertainment,fountain,,1.3573637,103.8317160
entertainment,fountain,,1.3648675,103.8317021
entertainment,fountain,,1.3647974,103.8318304
entertainment,fountain,,1.3646376,103.8316546
entertainment,fountain,,1.3645197,103.8315810
entertainment,fountain,,1.3655450,103.8304805
entertainment,fountain,,1.3655395,103.8304921
entertainment,fountain,,1.3655503,103.8304836
entertainment,fountain,,1.3655395,103.8304776
entertainment,fountain,,1.3655449,103.8304950
entertainment,fountain,,1.3655336,103.8304890
entertainment,fountain,,1.3654214,103.8295972
entertainment,fountain,,1.3653801,103.8297713
entertainment,fountain,,1.3653651,103.8298229
entertainment,fountain,,1.3653578,103.8298706
entertainment,fountain,,1.3653147,103.8298564
entertainment,fountain,,1.3652716,103.8298814
entertainment,fountain,,1.3652187,103.8300254
entertainment,fountain,,1.3656982,103.8288862
entertainment,fountain,,1.3655103,103.8294524
entertainment,fountain,,1.2861280,103.8017856
entertainment,fountain,,1.3595009,103.8325945
entertainment,theatre,Auditorium,1.2860241,103.8002402
entertainment,community_centre,TOUCH Youth,1.3020714,103.8762519
entertainment,community_centre,HomeTeamNS,1.3535243,103.9403212
entertainment,community_centre,The Singapore Buddhist Lodge,1.2943169,103.8390835
entertainment,theatre,Dance Studio,1.3045406,103.7723094
entertainment,conference_centre,UT Auditorium 2,1.3043811,103.7724970
entertainment,community_centre,Boon Lay View RC,1.3510113,103.7120806
entertainment,studio,Sheares Band Room,1.2912958,103.7754794
entertainment,fountain,,1.3115434,103.9372342
entertainment,fountain,The Merlion Cub,1.2867623,103.8543056
entertainment,theatre,The Ground Theatre,1.3008531,103.8354815
entertainment,casino,Resorts World Sentosa Casino,1.2556955,103.8202156
entertainment,community_centre,Adventist Active Centre,1.3127420,103.8709299
entertainment,nightclub,Bamboo Lounge,1.3141632,103.8784334
entertainment,nightclub,Tuff Club,1.2787916,103.8485138
entertainment,nightclub,Headquarters,1.2877263,103.8492017
entertainment,nightclub,Kilo Lounge,1.2794603,103.8441893
entertainment,theatre,Wings of Time (Musical),1.2512811,103.8170551
entertainment,nightclub,Lithe House,1.3049437,103.8526681
entertainment,nightclub,Dance Studio (Monday),1.2989381,103.8537333
entertainment,fountain,,1.2820487,103.8623936
entertainment,fountain,,1.2847272,103.8574684
entertainment,fountain,,1.2961690,103.8452788
entertainment,fountain,,1.2553279,103.8173871
entertainment,fountain,,1.2662771,103.8139242
entertainment,fountain,,1.2864418,103.8457822
entertainment,fountain,,1.2905084,103.8348044
entertainment,fountain,,1.2977152,103.8834397
entertainment,nightclub,Boutique Pub,1.3261286,103.8492036
entertainment,nightclub,Bang bang,1.2921853,103.8590288
entertainment,studio,Home Studio Music PTE. Ltd.,1.2806870,103.8467706
entertainment,cinema,GV Bedok,1.3261306,103.9294915
entertainment,cinema,GV Funan,1.2910983,103.8500805
entertainment,cinema,GV Paya Lebar,1.3190469,103.8937705
entertainment,cinema,WE Cinema,1.3118592,103.7650722
entertainment,cinema,Cathay Cineplexes,1.3696028,103.8485574
entertainment,cinema,Cathay Cineplex,1.3498512,103.7492766
entertainment,cinema,Cathay Cineplex,1.3330538,103.7430142
entertainment,cinema,GV VivoCity,1.2647344,103.8234132
entertainment,cinema,Cathay Cineplex,1.3014224,103.8362929
entertainment,cinema,Cathay Cineplex,1.3014783,103.9050432
entertainment,cinema,Cathay Cineplex,1.4359590,103.7855857
entertainment,cinema,Shaw Theatres,1.3173975,103.8929117
entertainment,theatre,Amphitheatre at Clementi Woods Park,1.2985834,103.7685238
entertainment,community_centre,Residents' Committee Centre,1.3615475,103.9401756
entertainment,theatre,Singapore Dance Theatre,1.2997487,103.8540616
entertainment,fountain,,1.3959028,103.8925867
entertainment,theatre,The Ngee Ann Kongsi Theatre,1.2910485,103.8501334
entertainment,community_centre,Bedok Reservoir Punggol Harmony RC,1.3753021,103.8968721
entertainment,fountain,,1.3553716,103.9899886
entertainment,fountain,,1.3341079,103.7421266
entertainment,theatre,Oldham Theatre,1.2933929,103.8484217
entertainment,cinema,Cathay Cineplex,1.3014783,103.9050432
entertainment,cinema,Cathay Cineplex,1.3014783,103.9050432
entertainment,fountain,,1.2933464,103.8038051
entertainment,fountain,,1.3512328,103.8619724
entertainment,cinema,,1.3344849,103.7221760
entertainment,fountain,,1.3193399,103.8428433
entertainment,community_centre,HackerspaceSG,1.3103152,103.8626059
entertainment,fountain,,1.3133692,103.8601257
entertainment,nightclub,Hoo Cheng KTV Nightclub,1.3127604,103.8605128
entertainment,community_centre,Geylang Serai Community Centre,1.3166221,103.8969889
entertainment,cinema,Eagle Wings Cinematics,1.3369105,103.7791742
entertainment,fountain,,1.2476051,103.8420710
entertainment,arts_centre,The Martial Arts Centre,1.3102423,103.8624543
entertainment,nightclub,乐官83,1.3126894,103.8604453
entertainment,nightclub,El Mondo,1.2775464,103.8431971
entertainment,fountain,,1.2656468,103.8145427
entertainment,fountain,,1.2664246,103.8153104
entertainment,fountain,,1.2670850,103.8146688
entertainment,nightclub,The Bombay Club,1.3313173,103.8069370
entertainment,arts_centre,Aura Gallery,1.3176100,103.9063585
entertainment,community_centre,Marine Crescent Ville Residents Committee,1.3036868,103.9122690
entertainment,community_centre,Braddell Heights Zone F RC,1.3529683,103.8675894
entertainment,studio,Bandai Namco Studios Singapore,1.2924684,103.7944869
entertainment,studio,スタジオ・ビーム,1.3426191,103.8848197
entertainment,arts_centre,XM Studios,1.2969890,103.8532221
entertainment,community_centre,Kreta Ayer Community Club,1.2811590,103.8430095
entertainment,fountain,,1.3069461,103.8268699
entertainment,fountain,,1.3069407,103.8269195
entertainment,community_centre,Sengkang Family Service Centre @206B,1.3871461,103.8968024
entertainment,community_centre,Compassvale Cape Residents' Network,1.3979504,103.8964666
entertainment,community_centre,Sengkang West Zone K CC,1.3957604,103.8882269
entertainment,community_centre,Sengkang West Zone L CC,1.3984050,103.8886110
entertainment,community_centre,Morning Star Sengkang,1.3934908,103.8944045
entertainment,theatre,,1.3214723,103.8671600
entertainment,community_centre,Tembusu Senior Activity Centre,1.3206612,103.9032557
entertainment,community_centre,Shan You Wellness Community,1.3208497,103.9032334
entertainment,community_centre,THK Pan-Disability Centre @ Eunos,1.3204932,103.9032744
entertainment,community_centre,REACH Family Service Centre,1.3495890,103.8514156
entertainment,social_centre,Parkinson Society Singapore,1.3505233,103.8513741
entertainment,community_centre,Kidney Dialysis Foundation Bishan Centre,1.3487300,103.8504032
entertainment,arts_centre,VOS @ Adelphi,1.2912415,103.8514481
entertainment,community_centre,Adelphi Family & Youth Centre,1.2913814,103.8513721
entertainment,community_centre,Glory Centre Community Services Association,1.3778375,103.8913282
entertainment,community_centre,Angsana RC @ Sengkang South,1.3775502,103.8895838
entertainment,community_centre,Acacia @ Sengkang South,1.3753123,103.8883876
entertainment,community_centre,MWS Covenant Family Service Centre Hougang,1.3697046,103.8845747
entertainment,fountain,,1.3435317,103.6842397
entertainment,events_venue,The Istana,1.3167848,103.8942735
entertainment,events_venue,The Iris,1.3146103,103.8936743
